iteracion,tiempo_segundos
1,9.989e-06
2,7.354e-06
3,7.063e-06
4,7.023e-06
5,7.003e-06
6,7.053e-06
7,7.033e-06
8,7.024e-06
9,7.023e-06
10,7.114e-06
11,6.993e-06
12,7.023e-06
13,7.003e-06
14,7.023e-06
15,7.003e-06
16,7.013e-06
17,6.943e-06
18,7.063e-06
19,7.044e-06
20,7.003e-06
21,7.063e-06
22,7.094e-06
23,7.023e-06
24,6.943e-06
25,7.094e-06
26,7.033e-06
27,6.993e-06
28,6.983e-06
29,7.043e-06
30,7.023e-06
31,6.973e-06
32,6.983e-06

Promedio:,7.12619e-06
Desviacion:, 5.18806e-07
