iteracion,tiempo_segundos
1,0.000124032
2,9.1782e-05
3,9.077e-05
4,9.5549e-05
5,9.082e-05
6,9.075e-05
7,9.069e-05
8,9.0629e-05
9,9.085e-05
10,9.053e-05
11,9.075e-05
12,9.071e-05
13,9.082e-05
14,9.065e-05
15,9.5268e-05
16,9.081e-05
17,9.084e-05
18,9.093e-05
19,9.078e-05
20,9.0609e-05
21,9.071e-05
22,9.091e-05
23,9.0629e-05
24,9.0871e-05
25,9.088e-05
26,9.3415e-05
27,9.057e-05
28,9.068e-05
29,9.072e-05
30,9.071e-05
31,9.0609e-05
32,9.0709e-05

Promedio:,9.21869e-05
Desviacion:, 5.84574e-06
